Time [s], Analyzer Name, Decoded Protocol Result
0.018519208333333,SENT (SAE J2716),Fast channel data: 8
0.018551166666667,SENT (SAE J2716),Fast channel data: 14
0.018592791666667,SENT (SAE J2716),Fast channel data: 10
0.018627916666667,SENT (SAE J2716),Fast channel data: 13
0.018667958333333,SENT (SAE J2716),CRC data: 1
0.018688833333333,SENT (SAE J2716),Pause pulse length: 80
0.018816125000000,SENT (SAE J2716),Sync pulse: 
0.018905708333333,SENT (SAE J2716),Status nibble: 4
0.018931291666667,SENT (SAE J2716),Fast channel data: 2
0.018953708333333,SENT (SAE J2716),Fast channel data: 13
0.018993708333333,SENT (SAE J2716),Fast channel data: 7
0.019024166666667,SENT (SAE J2716),Fast channel data: 14
0.019065708333333,SENT (SAE J2716),Fast channel data: 10
0.019100958333333,SENT (SAE J2716),Fast channel data: 13
0.019140916666667,SENT (SAE J2716),CRC data: 7
0.019171333333333,SENT (SAE J2716),Pause pulse length: 71
0.019284250000000,SENT (SAE J2716),Sync pulse: 
0.019373833333333,SENT (SAE J2716),Status nibble: 0
0.019393041666667,SENT (SAE J2716),Fast channel data: 2
0.019415458333333,SENT (SAE J2716),Fast channel data: 13
0.019455458333333,SENT (SAE J2716),Fast channel data: 7
0.019485875000000,SENT (SAE J2716),Fast channel data: 14
0.019527416666667,SENT (SAE J2716),Fast channel data: 10
0.019562625000000,SENT (SAE J2716),Fast channel data: 13
0.019602666666667,SENT (SAE J2716),CRC data: 7
0.019633041666667,SENT (SAE J2716),Pause pulse length: 75
0.019752208333333,SENT (SAE J2716),Sync pulse: 
0.019841958333333,SENT (SAE J2716),Status nibble: 4
0.019867541666667,SENT (SAE J2716),Fast channel data: 2
0.019890000000000,SENT (SAE J2716),Fast channel data: 13
0.019929958333333,SENT (SAE J2716),Fast channel data: 7
0.019960333333333,SENT (SAE J2716),Fast channel data: 14
0.020001958333333,SENT (SAE J2716),Fast channel data: 10
0.020037125000000,SENT (SAE J2716),Fast channel data: 13
0.020077125000000,SENT (SAE J2716),CRC data: 7
0.020107541666667,SENT (SAE J2716),Pause pulse length: 71
0.020220416666667,SENT (SAE J2716),Sync pulse: 
0.020310041666667,SENT (SAE J2716),Status nibble: 4
0.020335666666667,SENT (SAE J2716),Fast channel data: 2
0.020358041666667,SENT (SAE J2716),Fast channel data: 13
0.020397958333333,SENT (SAE J2716),Fast channel data: 7
0.020428416666667,SENT (SAE J2716),Fast channel data: 14
0.020470000000000,SENT (SAE J2716),Fast channel data: 10
0.020505250000000,SENT (SAE J2716),Fast channel data: 13
0.020545250000000,SENT (SAE J2716),CRC data: 7
0.020575500000000,SENT (SAE J2716),Pause pulse length: 71
0.020688541666667,SENT (SAE J2716),Sync pulse: 
0.020778125000000,SENT (SAE J2716),Status nibble: 4
0.020803791666667,SENT (SAE J2716),Fast channel data: 2
0.020826125000000,SENT (SAE J2716),Fast channel data: 13
0.020866125000000,SENT (SAE J2716),Fast channel data: 7
0.020896541666667,SENT (SAE J2716),Fast channel data: 14
0.020938125000000,SENT (SAE J2716),Fast channel data: 10
0.020973375000000,SENT (SAE J2716),Fast channel data: 13
0.021013333333333,SENT (SAE J2716),CRC data: 7
0.021043708333333,SENT (SAE J2716),Pause pulse length: 71
0.021156625000000,SENT (SAE J2716),Sync pulse: 
0.021246208333333,SENT (SAE J2716),Status nibble: 0
0.021265375000000,SENT (SAE J2716),Fast channel data: 2
0.021287791666667,SENT (SAE J2716),Fast channel data: 13
0.021327833333333,SENT (SAE J2716),Fast channel data: 8
0.021359791666667,SENT (SAE J2716),Fast channel data: 14
0.021401416666667,SENT (SAE J2716),Fast channel data: 10
0.021436625000000,SENT (SAE J2716),Fast channel data: 13
0.021476625000000,SENT (SAE J2716),CRC data: 1
0.021497416666667,SENT (SAE J2716),Pause pulse length: 80
0.021624708333333,SENT (SAE J2716),Sync pulse: 
0.021714333333333,SENT (SAE J2716),Status nibble: 0
0.021733500000000,SENT (SAE J2716),Fast channel data: 2
0.021755916666667,SENT (SAE J2716),Fast channel data: 13
0.021795916666667,SENT (SAE J2716),Fast channel data: 8
0.021827875000000,SENT (SAE J2716),Fast channel data: 14
0.021869500000000,SENT (SAE J2716),Fast channel data: 10
0.021904708333333,SENT (SAE J2716),Fast channel data: 13
0.021944666666667,SENT (SAE J2716),CRC data: 1
0.021965458333333,SENT (SAE J2716),Pause pulse length: 80
0.022092791666667,SENT (SAE J2716),Sync pulse: 
0.022182375000000,SENT (SAE J2716),Status nibble: 0
0.022201541666667,SENT (SAE J2716),Fast channel data: 2
0.022223958333333,SENT (SAE J2716),Fast channel data: 13
0.022263958333333,SENT (SAE J2716),Fast channel data: 7
0.022294375000000,SENT (SAE J2716),Fast channel data: 14
0.022336000000000,SENT (SAE J2716),Fast channel data: 10
0.022371166666667,SENT (SAE J2716),Fast channel data: 13
0.022411166666667,SENT (SAE J2716),CRC data: 7
0.022441541666667,SENT (SAE J2716),Pause pulse length: 75
0.022560875000000,SENT (SAE J2716),Sync pulse: 
0.022650458333333,SENT (SAE J2716),Status nibble: 8
0.022682458333333,SENT (SAE J2716),Fast channel data: 2
